MarketName,High,Low,Volume,Last,BaseVolume,Bid,Ask,OpenBuyOrders,OpenSellOrders,PrevDay,Created
USDT-BTC,6640,6330.0000005,5384.3358215,6584.9,3.494839611234906e+07,6584.5,6584.9,9980,2123,6379.99999999,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5384.3358215,6584.9,3.494839611234906e+07,6584.5,6584.89,9980,2123,6379.99999999,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5384.16158884,6584.5,3.494729551688811e+07,6584.89,6584.9,9975,2119,6379,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5384.16314167,6584.89,3.494730574210284e+07,6584.89,6584.9,9977,2117,6379,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5383.46762631,6584.89,3.494288602415707e+07,6584.5,6584.89,9977,2118,6379.99999999,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5383.46236267,6584.89,3.494287560771848e+07,6584.5,6584.89,9976,2120,6379.99999999,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5381.97157118,6584.5,3.493338326878144e+07,6584.5,6584.89,9977,2123,6379.99999999,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5381.18630057,6584.5,3.492837395649567e+07,6584.5,6584.89,9978,2125,6379.99999999,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5381.18630057,6584.5,3.492837395649567e+07,6584.5,6584.89,9978,2125,6379.99999999,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5381.00850751,6584.89,3.492736916453071e+07,6584.5,6584.89,9985,2125,6380,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5380.92503075,6584.5,3.492684648987393e+07,6584.5,6584.89,9982,2125,6380,2015-12-11T06:31:40.633
USDT-BTC,6640,6330.0000005,5380.9059106,6584.89,3.49267628360031e+07,6584.5,6584.88,9976,2123,6380,2015-12-11T06:31:40.633
USDT-BTC,6664.99989985,6330.0000005,5384.54499159,6664.98000001,3.503879974968733e+07,6664.98000002,6664.99989985,10015,1978,6432.05899999,2015-12-11T06:31:40.633
USDT-BTC,6664.99989985,6330.0000005,5385.36194964,6664.98000001,3.504424476588183e+07,6664.98000003,6664.99989985,10021,1975,6432.05899999,2015-12-11T06:31:40.633
USDT-BTC,6665,6330.0000005,5381.03591145,6665,3.501643800403629e+07,6664.98000002,6665,10029,1978,6430,2015-12-11T06:31:40.633
USDT-BTC,6665.6599,6330.0000005,5380.14630367,6665.6599,3.50107398856619e+07,6664.98000002,6665.6599,10021,1976,6430,2015-12-11T06:31:40.633
USDT-BTC,6665.6599,6330.0000005,5378.70151103,6665,3.500215530332043e+07,6650.00000001,6665,9998,1976,6430,2015-12-11T06:31:40.633
USDT-BTC,6665.6599,6330.0000005,5376.80649983,6650.00000001,3.499020054528376e+07,6650,6665,10003,1980,6432.05899999,2015-12-11T06:31:40.633
USDT-BTC,6665.6599,6330.0000005,5375.12629983,6664.99999999,3.497946956449988e+07,6650,6664.99999999,10014,1982,6430,2015-12-11T06:31:40.633
USDT-BTC,6765,6330.0000005,5547.27920537,6737,3.62490677792112e+07,6730.00000001,6737,9952,1674,6401,2015-12-11T06:31:40.633
USDT-BTC,6765,6330.0000005,5546.78690111,6730,3.624608284394107e+07,6724,6737,9955,1676,6420,2015-12-11T06:31:40.633
USDT-BTC,6765,6330.0000005,5546.83393962,6737,3.624639950700381e+07,6724,6730,9963,1681,6420,2015-12-11T06:31:40.633
USDT-BTC,6765,6330.0000005,5546.8583182,6720,3.624656333306141e+07,6710.4200001,6720,9973,1686,6420,2015-12-11T06:31:40.633
USDT-BTC,6765,6330.0000005,5547.37549881,6723.36000001,3.625003982938207e+07,6710.4200001,6720,9980,1684,6420,2015-12-11T06:31:40.633
USDT-BTC,6765,6330.0000005,5551.70225245,6720,3.627903319734652e+07,6700.00000001,6718,9972,1686,6420,2015-12-11T06:31:40.633
USDT-BTC,6889,6330.0000005,6886.48839062,6754.92596768,4.543288963078539e+07,6751.80000001,6754.92596768,9869,1624,6424.00000001,2015-12-11T06:31:40.633
USDT-BTC,6889,6330.0000005,6886.62750033,6751.80000001,4.543383157100037e+07,6751.8,6751.80000001,9869,1617,6434,2015-12-11T06:31:40.633
USDT-BTC,6889,6330.0000005,6886.62908949,6751.80000001,4.543384230069085e+07,6751.8,6751.80000001,9866,1619,6434,2015-12-11T06:31:40.633
USDT-BTC,6889,6330.0000005,6887.51135399,6751.80000001,4.54398005353051e+07,6751.80000001,6760,9837,1618,6434,2015-12-11T06:31:40.633
USDT-BTC,6889,6330.0000005,6892.14105938,6751.8,4.547105938015728e+07,6751.8,6751.80000001,9834,1620,6434,2015-12-11T06:31:40.633
USDT-BTC,6889,6330.0000005,7066.00829059,6790,4.677148764107837e+07,6785.99995003,6790,9900,1833,6366,2015-12-11T06:31:40.633
USDT-BTC,6889,6330.0000005,7065.75423222,6790.99990001,4.677011097309874e+07,6786.41995004,6794.43720698,9915,1829,6366,2015-12-11T06:31:40.633
USDT-BTC,6889,6330.0000005,7060.15877093,6790,4.673497043733332e+07,6786.80995003,6790,9917,1833,6364,2015-12-11T06:31:40.633
USDT-BTC,6889,6330.0000005,7059.39573631,6794.43720698,4.673016347712547e+07,6782,6790,9919,1831,6362,2015-12-11T06:31:40.633
USDT-BTC,6889,6330.0000005,7056.47164318,6790,4.671161076335541e+07,6782.44000001,6790,9904,1829,6360,2015-12-11T06:31:40.633
USDT-BTC,6889,6330.0000005,7054.14892264,6790,4.669691634792209e+07,6782.44000006,6790,9887,1830,6366,2015-12-11T06:31:40.633
USDT-BTC,6889,6330.0000005,7056.76755696,6790,4.671517672133753e+07,6781.9999,6790,9882,1833,6360.90966123,2015-12-11T06:31:40.633
USDT-BTC,6889,6330.0000005,7057.07075203,6790,4.671727856719545e+07,6783,6790,9894,1833,6360.90966123,2015-12-11T06:31:40.633
USDT-BTC,6889,6330.0000005,7056.65020962,6790,4.671463840033586e+07,6783,6790,9901,1829,6360.90966123,2015-12-11T06:31:40.633
USDT-BTC,6889,6371,7127.45898164,6826,4.730799168567236e+07,6810,6826,9843,1890,6400,2015-12-11T06:31:40.633
USDT-BTC,6889,6371,7127.45904109,6826,4.730799209147806e+07,6826,6829,9845,1890,6400,2015-12-11T06:31:40.633
USDT-BTC,6889,6371,7127.45904127,6829,4.730799209270728e+07,6826,6829,9848,1893,6400,2015-12-11T06:31:40.633
USDT-BTC,6889,6371,7127.42625395,6829,4.73077820932311e+07,6826,6829,9857,1893,6404.9,2015-12-11T06:31:40.633
USDT-BTC,6889,6371,7127.33224446,6829,4.730718035566477e+07,6826,6829,9865,1894,6400,2015-12-11T06:31:40.633
